feature,importance_class_0,importance_class_1,importance_mean
112,0.0005683511812695959,0.000978164634773293,0.0007732579080214446
16,0.0003620890924291113,0.0011722443789873676,0.0007671667357082395
79,0.0013577299654343733,0.00011920765857631466,0.000738468812005344
99,0.0003008991428075092,0.001008609969900931,0.0006547545563542201
49,0.000783232082236888,0.000497615249589245,0.0006404236659130664
109,0.0009902267985921753,0.00021132349261658115,0.0006007751456043783
182,7.53477611744972e-05,0.0010884532917998513,0.0005819005264871743
115,0.0005646863762886293,0.00041706715109886733,0.0004908767636937483
2,0.00046545316820356675,0.0003669495425905704,0.0004162013553970686
44,0.0002766540511356663,0.00021719172101578957,0.00024692288607572793
5,0.00022258561737468577,0.00014266807933823364,0.0001826268483564597
87,0.00025578903020573307,4.6092350804845715e-05,0.00015094069050528938
